Datation;Date_Format_1;Jour;Mois;Semaine;Annee;Semaine_Format_2;Trimestre
29/11/2022;20221129;Mardi;Novembre;S48;2022;2022-Sem48;2022 - T4
30/11/2022;20221130;Mercredi;Novembre;S48;2022;2022-Sem48;2022 - T4
01/12/2022;20221201;Jeudi;Décembre;S48;2022;2022-Sem48;2022 - T4
02/12/2022;20221202;Vendredi;Décembre;S48;2022;2022-Sem48;2022 - T4
03/12/2022;20221203;Samedi;Décembre;S48;2022;2022-Sem48;2022 - T4
04/12/2022;20221204;Dimanche;Décembre;S48;2022;2022-Sem48;2022 - T4
05/12/2022;20221205;Lundi;Décembre;S49;2022;2022-Sem49;2022 - T4
06/12/2022;20221206;Mardi;Décembre;S49;2022;2022-Sem49;2022 - T4
07/12/2022;20221207;Mercredi;Décembre;S49;2022;2022-Sem49;2022 - T4
08/12/2022;20221208;Jeudi;Décembre;S49;2022;2022-Sem49;2022 - T4
09/12/2022;20221209;Vendredi;Décembre;S49;2022;2022-Sem49;2022 - T4
10/12/2022;20221210;Samedi;Décembre;S49;2022;2022-Sem49;2022 - T4
11/12/2022;20221211;Dimanche;Décembre;S49;2022;2022-Sem49;2022 - T4
12/12/2022;20221212;Lundi;Décembre;S50;2022;2022-Sem50;2022 - T4
13/12/2022;20221213;Mardi;Décembre;S50;2022;2022-Sem50;2022 - T4
14/12/2022;20221214;Mercredi;Décembre;S50;2022;2022-Sem50;2022 - T4
15/12/2022;20221215;Jeudi;Décembre;S50;2022;2022-Sem50;2022 - T4
16/12/2022;20221216;Vendredi;Décembre;S50;2022;2022-Sem50;2022 - T4
17/12/2022;20221217;Samedi;Décembre;S50;2022;2022-Sem50;2022 - T4
18/12/2022;20221218;Dimanche;Décembre;S50;2022;2022-Sem50;2022 - T4
19/12/2022;20221219;Lundi;Décembre;S51;2022;2022-Sem51;2022 - T4
20/12/2022;20221220;Mardi;Décembre;S51;2022;2022-Sem51;2022 - T4
21/12/2022;20221221;Mercredi;Décembre;S51;2022;2022-Sem51;2022 - T4
22/12/2022;20221222;Jeudi;Décembre;S51;2022;2022-Sem51;2022 - T4
23/12/2022;20221223;Vendredi;Décembre;S51;2022;2022-Sem51;2022 - T4
24/12/2022;20221224;Samedi;Décembre;S51;2022;2022-Sem51;2022 - T4
25/12/2022;20221225;Dimanche;Décembre;S51;2022;2022-Sem51;2022 - T4
26/12/2022;20221226;Lundi;Décembre;S52;2022;2022-Sem52;2022 - T4
27/12/2022;20221227;Mardi;Décembre;S52;2022;2022-Sem52;2022 - T4
28/12/2022;20221228;Mercredi;Décembre;S52;2022;2022-Sem52;2022 - T4
29/12/2022;20221229;Jeudi;Décembre;S52;2022;2022-Sem52;2022 - T4
30/12/2022;20221230;Vendredi;Décembre;S52;2022;2022-Sem52;2022 - T4
31/12/2022;20221231;Samedi;Décembre;S52;2022;2022-Sem52;2022 - T4
01/01/2023;20230101;Dimanche;Janvier;S01;2023;2023-Sem01;2023 - T1
02/01/2023;20230102;Lundi;Janvier;S01;2023;2023-Sem01;2023 - T1
03/01/2023;20230103;Mardi;Janvier;S01;2023;2023-Sem01;2023 - T1
04/01/2023;20230104;Mercredi;Janvier;S01;2023;2023-Sem01;2023 - T1
05/01/2023;20230105;Jeudi;Janvier;S01;2023;2023-Sem01;2023 - T1
06/01/2023;20230106;Vendredi;Janvier;S01;2023;2023-Sem01;2023 - T1
07/01/2023;20230107;Samedi;Janvier;S01;2023;2023-Sem01;2023 - T1
08/01/2023;20230108;Dimanche;Janvier;S01;2023;2023-Sem01;2023 - T1
09/01/2023;20230109;Lundi;Janvier;S02;2023;2023-Sem02;2023 - T1
10/01/2023;20230110;Mardi;Janvier;S02;2023;2023-Sem02;2023 - T1
11/01/2023;20230111;Mercredi;Janvier;S02;2023;2023-Sem02;2023 - T1
12/01/2023;20230112;Jeudi;Janvier;S02;2023;2023-Sem02;2023 - T1
13/01/2023;20230113;Vendredi;Janvier;S02;2023;2023-Sem02;2023 - T1
14/01/2023;20230114;Samedi;Janvier;S02;2023;2023-Sem02;2023 - T1
15/01/2023;20230115;Dimanche;Janvier;S02;2023;2023-Sem02;2023 - T1
16/01/2023;20230116;Lundi;Janvier;S03;2023;2023-Sem03;2023 - T1
17/01/2023;20230117;Mardi;Janvier;S03;2023;2023-Sem03;2023 - T1
18/01/2023;20230118;Mercredi;Janvier;S03;2023;2023-Sem03;2023 - T1
19/01/2023;20230119;Jeudi;Janvier;S03;2023;2023-Sem03;2023 - T1
20/01/2023;20230120;Vendredi;Janvier;S03;2023;2023-Sem03;2023 - T1
21/01/2023;20230121;Samedi;Janvier;S03;2023;2023-Sem03;2023 - T1
22/01/2023;20230122;Dimanche;Janvier;S03;2023;2023-Sem03;2023 - T1
23/01/2023;20230123;Lundi;Janvier;S04;2023;2023-Sem04;2023 - T1
24/01/2023;20230124;Mardi;Janvier;S04;2023;2023-Sem04;2023 - T1
25/01/2023;20230125;Mercredi;Janvier;S04;2023;2023-Sem04;2023 - T1
26/01/2023;20230126;Jeudi;Janvier;S04;2023;2023-Sem04;2023 - T1
27/01/2023;20230127;Vendredi;Janvier;S04;2023;2023-Sem04;2023 - T1
28/01/2023;20230128;Samedi;Janvier;S04;2023;2023-Sem04;2023 - T1
29/01/2023;20230129;Dimanche;Janvier;S04;2023;2023-Sem04;2023 - T1
30/01/2023;20230130;Lundi;Janvier;S05;2023;2023-Sem05;2023 - T1
31/01/2023;20230131;Mardi;Janvier;S05;2023;2023-Sem05;2023 - T1
01/02/2023;20230201;Mercredi;Février;S05;2023;2023-Sem05;2023 - T1
02/02/2023;20230202;Jeudi;Février;S05;2023;2023-Sem05;2023 - T1
03/02/2023;20230203;Vendredi;Février;S05;2023;2023-Sem05;2023 - T1
04/02/2023;20230204;Samedi;Février;S05;2023;2023-Sem05;2023 - T1
05/02/2023;20230205;Dimanche;Février;S05;2023;2023-Sem05;2023 - T1
06/02/2023;20230206;Lundi;Février;S06;2023;2023-Sem06;2023 - T1
07/02/2023;20230207;Mardi;Février;S06;2023;2023-Sem06;2023 - T1
08/02/2023;20230208;Mercredi;Février;S06;2023;2023-Sem06;2023 - T1
09/02/2023;20230209;Jeudi;Février;S06;2023;2023-Sem06;2023 - T1
10/02/2023;20230210;Vendredi;Février;S06;2023;2023-Sem06;2023 - T1
11/02/2023;20230211;Samedi;Février;S06;2023;2023-Sem06;2023 - T1
12/02/2023;20230212;Dimanche;Février;S06;2023;2023-Sem06;2023 - T1
13/02/2023;20230213;Lundi;Février;S07;2023;2023-Sem07;2023 - T1
14/02/2023;20230214;Mardi;Février;S07;2023;2023-Sem07;2023 - T1
15/02/2023;20230215;Mercredi;Février;S07;2023;2023-Sem07;2023 - T1
16/02/2023;20230216;Jeudi;Février;S07;2023;2023-Sem07;2023 - T1
17/02/2023;20230217;Vendredi;Février;S07;2023;2023-Sem07;2023 - T1
18/02/2023;20230218;Samedi;Février;S07;2023;2023-Sem07;2023 - T1
19/02/2023;20230219;Dimanche;Février;S07;2023;2023-Sem07;2023 - T1
20/02/2023;20230220;Lundi;Février;S08;2023;2023-Sem08;2023 - T1
21/02/2023;20230221;Mardi;Février;S08;2023;2023-Sem08;2023 - T1
22/02/2023;20230222;Mercredi;Février;S08;2023;2023-Sem08;2023 - T1
23/02/2023;20230223;Jeudi;Février;S08;2023;2023-Sem08;2023 - T1
24/02/2023;20230224;Vendredi;Février;S08;2023;2023-Sem08;2023 - T1
25/02/2023;20230225;Samedi;Février;S08;2023;2023-Sem08;2023 - T1
26/02/2023;20230226;Dimanche;Février;S08;2023;2023-Sem08;2023 - T1
27/02/2023;20230227;Lundi;Février;S09;2023;2023-Sem09;2023 - T1
28/02/2023;20230228;Mardi;Février;S09;2023;2023-Sem09;2023 - T1
01/03/2023;20230301;Mercredi;Mars;S09;2023;2023-Sem09;2023 - T1
02/03/2023;20230302;Jeudi;Mars;S09;2023;2023-Sem09;2023 - T1
03/03/2023;20230303;Vendredi;Mars;S09;2023;2023-Sem09;2023 - T1
04/03/2023;20230304;Samedi;Mars;S09;2023;2023-Sem09;2023 - T1
05/03/2023;20230305;Dimanche;Mars;S09;2023;2023-Sem09;2023 - T1
06/03/2023;20230306;Lundi;Mars;S10;2023;2023-Sem10;2023 - T1
07/03/2023;20230307;Mardi;Mars;S10;2023;2023-Sem10;2023 - T1
08/03/2023;20230308;Mercredi;Mars;S10;2023;2023-Sem10;2023 - T1
09/03/2023;20230309;Jeudi;Mars;S10;2023;2023-Sem10;2023 - T1
10/03/2023;20230310;Vendredi;Mars;S10;2023;2023-Sem10;2023 - T1
11/03/2023;20230311;Samedi;Mars;S10;2023;2023-Sem10;2023 - T1
12/03/2023;20230312;Dimanche;Mars;S10;2023;2023-Sem10;2023 - T1
13/03/2023;20230313;Lundi;Mars;S11;2023;2023-Sem11;2023 - T1
14/03/2023;20230314;Mardi;Mars;S11;2023;2023-Sem11;2023 - T1
15/03/2023;20230315;Mercredi;Mars;S11;2023;2023-Sem11;2023 - T1
16/03/2023;20230316;Jeudi;Mars;S11;2023;2023-Sem11;2023 - T1
17/03/2023;20230317;Vendredi;Mars;S11;2023;2023-Sem11;2023 - T1
18/03/2023;20230318;Samedi;Mars;S11;2023;2023-Sem11;2023 - T1
19/03/2023;20230319;Dimanche;Mars;S11;2023;2023-Sem11;2023 - T1
20/03/2023;20230320;Lundi;Mars;S12;2023;2023-Sem12;2023 - T1
21/03/2023;20230321;Mardi;Mars;S12;2023;2023-Sem12;2023 - T1
22/03/2023;20230322;Mercredi;Mars;S12;2023;2023-Sem12;2023 - T1
23/03/2023;20230323;Jeudi;Mars;S12;2023;2023-Sem12;2023 - T1
24/03/2023;20230324;Vendredi;Mars;S12;2023;2023-Sem12;2023 - T1
25/03/2023;20230325;Samedi;Mars;S12;2023;2023-Sem12;2023 - T1
26/03/2023;20230326;Dimanche;Mars;S12;2023;2023-Sem12;2023 - T1
27/03/2023;20230327;Lundi;Mars;S13;2023;2023-Sem13;2023 - T1
28/03/2023;20230328;Mardi;Mars;S13;2023;2023-Sem13;2023 - T1
29/03/2023;20230329;Mercredi;Mars;S13;2023;2023-Sem13;2023 - T1
30/03/2023;20230330;Jeudi;Mars;S13;2023;2023-Sem13;2023 - T1
31/03/2023;20230331;Vendredi;Mars;S13;2023;2023-Sem13;2023 - T1
01/04/2023;20230401;Samedi;Avril;S13;2023;2023-Sem13;2023 - T2
02/04/2023;20230402;Dimanche;Avril;S13;2023;2023-Sem13;2023 - T2
03/04/2023;20230403;Lundi;Avril;S14;2023;2023-Sem14;2023 - T2
04/04/2023;20230404;Mardi;Avril;S14;2023;2023-Sem14;2023 - T2
05/04/2023;20230405;Mercredi;Avril;S14;2023;2023-Sem14;2023 - T2
06/04/2023;20230406;Jeudi;Avril;S14;2023;2023-Sem14;2023 - T2
07/04/2023;20230407;Vendredi;Avril;S14;2023;2023-Sem14;2023 - T2
08/04/2023;20230408;Samedi;Avril;S14;2023;2023-Sem14;2023 - T2
09/04/2023;20230409;Dimanche;Avril;S14;2023;2023-Sem14;2023 - T2
10/04/2023;20230410;Lundi;Avril;S15;2023;2023-Sem15;2023 - T2
11/04/2023;20230411;Mardi;Avril;S15;2023;2023-Sem15;2023 - T2
12/04/2023;20230412;Mercredi;Avril;S15;2023;2023-Sem15;2023 - T2
13/04/2023;20230413;Jeudi;Avril;S15;2023;2023-Sem15;2023 - T2
14/04/2023;20230414;Vendredi;Avril;S15;2023;2023-Sem15;2023 - T2
15/04/2023;20230415;Samedi;Avril;S15;2023;2023-Sem15;2023 - T2
16/04/2023;20230416;Dimanche;Avril;S15;2023;2023-Sem15;2023 - T2
17/04/2023;20230417;Lundi;Avril;S16;2023;2023-Sem16;2023 - T2
18/04/2023;20230418;Mardi;Avril;S16;2023;2023-Sem16;2023 - T2
19/04/2023;20230419;Mercredi;Avril;S16;2023;2023-Sem16;2023 - T2
20/04/2023;20230420;Jeudi;Avril;S16;2023;2023-Sem16;2023 - T2
21/04/2023;20230421;Vendredi;Avril;S16;2023;2023-Sem16;2023 - T2
22/04/2023;20230422;Samedi;Avril;S16;2023;2023-Sem16;2023 - T2
23/04/2023;20230423;Dimanche;Avril;S16;2023;2023-Sem16;2023 - T2
24/04/2023;20230424;Lundi;Avril;S17;2023;2023-Sem17;2023 - T2
25/04/2023;20230425;Mardi;Avril;S17;2023;2023-Sem17;2023 - T2
26/04/2023;20230426;Mercredi;Avril;S17;2023;2023-Sem17;2023 - T2
27/04/2023;20230427;Jeudi;Avril;S17;2023;2023-Sem17;2023 - T2
28/04/2023;20230428;Vendredi;Avril;S17;2023;2023-Sem17;2023 - T2
29/04/2023;20230429;Samedi;Avril;S17;2023;2023-Sem17;2023 - T2
30/04/2023;20230430;Dimanche;Avril;S17;2023;2023-Sem17;2023 - T2
01/05/2023;20230501;Lundi;Mai;S18;2023;2023-Sem18;2023 - T2
02/05/2023;20230502;Mardi;Mai;S18;2023;2023-Sem18;2023 - T2
03/05/2023;20230503;Mercredi;Mai;S18;2023;2023-Sem18;2023 - T2
04/05/2023;20230504;Jeudi;Mai;S18;2023;2023-Sem18;2023 - T2
05/05/2023;20230505;Vendredi;Mai;S18;2023;2023-Sem18;2023 - T2
06/05/2023;20230506;Samedi;Mai;S18;2023;2023-Sem18;2023 - T2
07/05/2023;20230507;Dimanche;Mai;S18;2023;2023-Sem18;2023 - T2
08/05/2023;20230508;Lundi;Mai;S19;2023;2023-Sem19;2023 - T2
09/05/2023;20230509;Mardi;Mai;S19;2023;2023-Sem19;2023 - T2
10/05/2023;20230510;Mercredi;Mai;S19;2023;2023-Sem19;2023 - T2
11/05/2023;20230511;Jeudi;Mai;S19;2023;2023-Sem19;2023 - T2
12/05/2023;20230512;Vendredi;Mai;S19;2023;2023-Sem19;2023 - T2
13/05/2023;20230513;Samedi;Mai;S19;2023;2023-Sem19;2023 - T2
14/05/2023;20230514;Dimanche;Mai;S19;2023;2023-Sem19;2023 - T2
15/05/2023;20230515;Lundi;Mai;S20;2023;2023-Sem20;2023 - T2
16/05/2023;20230516;Mardi;Mai;S20;2023;2023-Sem20;2023 - T2
17/05/2023;20230517;Mercredi;Mai;S20;2023;2023-Sem20;2023 - T2
18/05/2023;20230518;Jeudi;Mai;S20;2023;2023-Sem20;2023 - T2
19/05/2023;20230519;Vendredi;Mai;S20;2023;2023-Sem20;2023 - T2
20/05/2023;20230520;Samedi;Mai;S20;2023;2023-Sem20;2023 - T2
21/05/2023;20230521;Dimanche;Mai;S20;2023;2023-Sem20;2023 - T2
22/05/2023;20230522;Lundi;Mai;S21;2023;2023-Sem21;2023 - T2
23/05/2023;20230523;Mardi;Mai;S21;2023;2023-Sem21;2023 - T2
10/07/2023;20230710;Lundi;Juillet;S28;2023;2023-Sem28;2023 - T3
11/07/2023;20230711;Mardi;Juillet;S28;2023;2023-Sem28;2023 - T3
12/07/2023;20230712;Mercredi;Juillet;S28;2023;2023-Sem28;2023 - T3
13/07/2023;20230713;Jeudi;Juillet;S28;2023;2023-Sem28;2023 - T3
14/07/2023;20230714;Vendredi;Juillet;S28;2023;2023-Sem28;2023 - T3
15/07/2023;20230715;Samedi;Juillet;S28;2023;2023-Sem28;2023 - T3
16/07/2023;20230716;Dimanche;Juillet;S28;2023;2023-Sem28;2023 - T3
17/07/2023;20230717;Lundi;Juillet;S29;2023;2023-Sem29;2023 - T3
18/07/2023;20230718;Mardi;Juillet;S29;2023;2023-Sem29;2023 - T3
19/07/2023;20230719;Mercredi;Juillet;S29;2023;2023-Sem29;2023 - T3
20/07/2023;20230720;Jeudi;Juillet;S29;2023;2023-Sem29;2023 - T3
21/07/2023;20230721;Vendredi;Juillet;S29;2023;2023-Sem29;2023 - T3
22/07/2023;20230722;Samedi;Juillet;S29;2023;2023-Sem29;2023 - T3
23/07/2023;20230723;Dimanche;Juillet;S29;2023;2023-Sem29;2023 - T3
24/07/2023;20230724;Lundi;Juillet;S30;2023;2023-Sem30;2023 - T3
25/07/2023;20230725;Mardi;Juillet;S30;2023;2023-Sem30;2023 - T3
26/07/2023;20230726;Mercredi;Juillet;S30;2023;2023-Sem30;2023 - T3
27/07/2023;20230727;Jeudi;Juillet;S30;2023;2023-Sem30;2023 - T3
28/07/2023;20230728;Vendredi;Juillet;S30;2023;2023-Sem30;2023 - T3
29/07/2023;20230729;Samedi;Juillet;S30;2023;2023-Sem30;2023 - T3
30/07/2023;20230730;Dimanche;Juillet;S30;2023;2023-Sem30;2023 - T3
31/07/2023;20230731;Lundi;Juillet;S31;2023;2023-Sem31;2023 - T3
01/08/2023;20230801;Mardi;Août;S31;2023;2023-Sem31;2023 - T3
02/08/2023;20230802;Mercredi;Août;S31;2023;2023-Sem31;2023 - T3
03/08/2023;20230803;Jeudi;Août;S31;2023;2023-Sem31;2023 - T3
04/08/2023;20230804;Vendredi;Août;S31;2023;2023-Sem31;2023 - T3
05/08/2023;20230805;Samedi;Août;S31;2023;2023-Sem31;2023 - T3
06/08/2023;20230806;Dimanche;Août;S31;2023;2023-Sem31;2023 - T3
07/08/2023;20230807;Lundi;Août;S32;2023;2023-Sem32;2023 - T3
08/08/2023;20230808;Mardi;Août;S32;2023;2023-Sem32;2023 - T3
09/08/2023;20230809;Mercredi;Août;S32;2023;2023-Sem32;2023 - T3
10/08/2023;20230810;Jeudi;Août;S32;2023;2023-Sem32;2023 - T3
11/08/2023;20230811;Vendredi;Août;S32;2023;2023-Sem32;2023 - T3
12/08/2023;20230812;Samedi;Août;S32;2023;2023-Sem32;2023 - T3
13/08/2023;20230813;Dimanche;Août;S32;2023;2023-Sem32;2023 - T3
14/08/2023;20230814;Lundi;Août;S33;2023;2023-Sem33;2023 - T3
15/08/2023;20230815;Mardi;Août;S33;2023;2023-Sem33;2023 - T3
16/08/2023;20230816;Mercredi;Août;S33;2023;2023-Sem33;2023 - T3
17/08/2023;20230817;Jeudi;Août;S33;2023;2023-Sem33;2023 - T3
18/08/2023;20230818;Vendredi;Août;S33;2023;2023-Sem33;2023 - T3
19/08/2023;20230819;Samedi;Août;S33;2023;2023-Sem33;2023 - T3
20/08/2023;20230820;Dimanche;Août;S33;2023;2023-Sem33;2023 - T3
21/08/2023;20230821;Lundi;Août;S34;2023;2023-Sem34;2023 - T3
22/08/2023;20230822;Mardi;Août;S34;2023;2023-Sem34;2023 - T3
23/08/2023;20230823;Mercredi;Août;S34;2023;2023-Sem34;2023 - T3
24/08/2023;20230824;Jeudi;Août;S34;2023;2023-Sem34;2023 - T3
25/08/2023;20230825;Vendredi;Août;S34;2023;2023-Sem34;2023 - T3
24/05/2023;20230524;Mercredi;Mai;S21;2023;2023-Sem21;2023 - T2
25/05/2023;20230525;Jeudi;Mai;S21;2023;2023-Sem21;2023 - T2
26/05/2023;20230526;Vendredi;Mai;S21;2023;2023-Sem21;2023 - T2
27/05/2023;20230527;Samedi;Mai;S21;2023;2023-Sem21;2023 - T2
28/05/2023;20230528;Dimanche;Mai;S21;2023;2023-Sem21;2023 - T2
29/05/2023;20230529;Lundi;Mai;S22;2023;2023-Sem22;2023 - T2
30/05/2023;20230530;Mardi;Mai;S22;2023;2023-Sem22;2023 - T2
31/05/2023;20230531;Mercredi;Mai;S22;2023;2023-Sem22;2023 - T2
01/06/2023;20230601;Jeudi;Juin;S22;2023;2023-Sem22;2023 - T2
02/06/2023;20230602;Vendredi;Juin;S22;2023;2023-Sem22;2023 - T2
03/06/2023;20230603;Samedi;Juin;S22;2023;2023-Sem22;2023 - T2
04/06/2023;20230604;Dimanche;Juin;S22;2023;2023-Sem22;2023 - T2
05/06/2023;20230605;Lundi;Juin;S23;2023;2023-Sem23;2023 - T2
06/06/2023;20230606;Mardi;Juin;S23;2023;2023-Sem23;2023 - T2
07/06/2023;20230607;Mercredi;Juin;S23;2023;2023-Sem23;2023 - T2
08/06/2023;20230608;Jeudi;Juin;S23;2023;2023-Sem23;2023 - T2
09/06/2023;20230609;Vendredi;Juin;S23;2023;2023-Sem23;2023 - T2
10/06/2023;20230610;Samedi;Juin;S23;2023;2023-Sem23;2023 - T2
11/06/2023;20230611;Dimanche;Juin;S23;2023;2023-Sem23;2023 - T2
12/06/2023;20230612;Lundi;Juin;S24;2023;2023-Sem24;2023 - T2
13/06/2023;20230613;Mardi;Juin;S24;2023;2023-Sem24;2023 - T2
14/06/2023;20230614;Mercredi;Juin;S24;2023;2023-Sem24;2023 - T2
15/06/2023;20230615;Jeudi;Juin;S24;2023;2023-Sem24;2023 - T2
16/06/2023;20230616;Vendredi;Juin;S24;2023;2023-Sem24;2023 - T2
17/06/2023;20230617;Samedi;Juin;S24;2023;2023-Sem24;2023 - T2
18/06/2023;20230618;Dimanche;Juin;S24;2023;2023-Sem24;2023 - T2
19/06/2023;20230619;Lundi;Juin;S25;2023;2023-Sem25;2023 - T2
20/06/2023;20230620;Mardi;Juin;S25;2023;2023-Sem25;2023 - T2
21/06/2023;20230621;Mercredi;Juin;S25;2023;2023-Sem25;2023 - T2
22/06/2023;20230622;Jeudi;Juin;S25;2023;2023-Sem25;2023 - T2
23/06/2023;20230623;Vendredi;Juin;S25;2023;2023-Sem25;2023 - T2
24/06/2023;20230624;Samedi;Juin;S25;2023;2023-Sem25;2023 - T2
25/06/2023;20230625;Dimanche;Juin;S25;2023;2023-Sem25;2023 - T2
26/06/2023;20230626;Lundi;Juin;S26;2023;2023-Sem26;2023 - T2
27/06/2023;20230627;Mardi;Juin;S26;2023;2023-Sem26;2023 - T2
28/06/2023;20230628;Mercredi;Juin;S26;2023;2023-Sem26;2023 - T2
29/06/2023;20230629;Jeudi;Juin;S26;2023;2023-Sem26;2023 - T2
30/06/2023;20230630;Vendredi;Juin;S26;2023;2023-Sem26;2023 - T2
01/07/2023;20230701;Samedi;Juillet;S26;2023;2023-Sem26;2023 - T3
02/07/2023;20230702;Dimanche;Juillet;S26;2023;2023-Sem26;2023 - T3
03/07/2023;20230703;Lundi;Juillet;S27;2023;2023-Sem27;2023 - T3
04/07/2023;20230704;Mardi;Juillet;S27;2023;2023-Sem27;2023 - T3
05/07/2023;20230705;Mercredi;Juillet;S27;2023;2023-Sem27;2023 - T3
06/07/2023;20230706;Jeudi;Juillet;S27;2023;2023-Sem27;2023 - T3
07/07/2023;20230707;Vendredi;Juillet;S27;2023;2023-Sem27;2023 - T3
08/07/2023;20230708;Samedi;Juillet;S27;2023;2023-Sem27;2023 - T3
09/07/2023;20230709;Dimanche;Juillet;S27;2023;2023-Sem27;2023 - T3
27/05/2024;20240527;Lundi;Mai;S22;2024;2024-Sem22;2024 - T2
28/05/2024;20240528;Mardi;Mai;S22;2024;2024-Sem22;2024 - T2
29/05/2024;20240529;Mercredi;Mai;S22;2024;2024-Sem22;2024 - T2
30/05/2024;20240530;Jeudi;Mai;S22;2024;2024-Sem22;2024 - T2
31/05/2024;20240531;Vendredi;Mai;S22;2024;2024-Sem22;2024 - T2
01/06/2024;20240601;Samedi;Juin;S22;2024;2024-Sem22;2024 - T2
02/06/2024;20240602;Dimanche;Juin;S22;2024;2024-Sem22;2024 - T2
03/06/2024;20240603;Lundi;Juin;S23;2024;2024-Sem23;2024 - T2
04/06/2024;20240604;Mardi;Juin;S23;2024;2024-Sem23;2024 - T2
05/06/2024;20240605;Mercredi;Juin;S23;2024;2024-Sem23;2024 - T2
06/06/2024;20240606;Jeudi;Juin;S23;2024;2024-Sem23;2024 - T2
07/06/2024;20240607;Vendredi;Juin;S23;2024;2024-Sem23;2024 - T2
08/06/2024;20240608;Samedi;Juin;S23;2024;2024-Sem23;2024 - T2
09/06/2024;20240609;Dimanche;Juin;S23;2024;2024-Sem23;2024 - T2
10/06/2024;20240610;Lundi;Juin;S24;2024;2024-Sem24;2024 - T2
11/06/2024;20240611;Mardi;Juin;S24;2024;2024-Sem24;2024 - T2
12/06/2024;20240612;Mercredi;Juin;S24;2024;2024-Sem24;2024 - T2
13/06/2024;20240613;Jeudi;Juin;S24;2024;2024-Sem24;2024 - T2
14/06/2024;20240614;Vendredi;Juin;S24;2024;2024-Sem24;2024 - T2
15/06/2024;20240615;Samedi;Juin;S24;2024;2024-Sem24;2024 - T2
16/06/2024;20240616;Dimanche;Juin;S24;2024;2024-Sem24;2024 - T2
17/06/2024;20240617;Lundi;Juin;S25;2024;2024-Sem25;2024 - T2
18/06/2024;20240618;Mardi;Juin;S25;2024;2024-Sem25;2024 - T2
19/06/2024;20240619;Mercredi;Juin;S25;2024;2024-Sem25;2024 - T2
20/06/2024;20240620;Jeudi;Juin;S25;2024;2024-Sem25;2024 - T2
21/06/2024;20240621;Vendredi;Juin;S25;2024;2024-Sem25;2024 - T2
22/06/2024;20240622;Samedi;Juin;S25;2024;2024-Sem25;2024 - T2
23/06/2024;20240623;Dimanche;Juin;S25;2024;2024-Sem25;2024 - T2
24/06/2024;20240624;Lundi;Juin;S26;2024;2024-Sem26;2024 - T2
25/06/2024;20240625;Mardi;Juin;S26;2024;2024-Sem26;2024 - T2
26/06/2024;20240626;Mercredi;Juin;S26;2024;2024-Sem26;2024 - T2
27/06/2024;20240627;Jeudi;Juin;S26;2024;2024-Sem26;2024 - T2
28/06/2024;20240628;Vendredi;Juin;S26;2024;2024-Sem26;2024 - T2
29/06/2024;20240629;Samedi;Juin;S26;2024;2024-Sem26;2024 - T2
30/06/2024;20240630;Dimanche;Juin;S26;2024;2024-Sem26;2024 - T2
01/07/2024;20240701;Lundi;Juillet;S27;2024;2024-Sem27;2024 - T3
02/07/2024;20240702;Mardi;Juillet;S27;2024;2024-Sem27;2024 - T3
03/07/2024;20240703;Mercredi;Juillet;S27;2024;2024-Sem27;2024 - T3
04/07/2024;20240704;Jeudi;Juillet;S27;2024;2024-Sem27;2024 - T3
05/07/2024;20240705;Vendredi;Juillet;S27;2024;2024-Sem27;2024 - T3
06/07/2024;20240706;Samedi;Juillet;S27;2024;2024-Sem27;2024 - T3
07/07/2024;20240707;Dimanche;Juillet;S27;2024;2024-Sem27;2024 - T3
08/07/2024;20240708;Lundi;Juillet;S28;2024;2024-Sem28;2024 - T3
09/07/2024;20240709;Mardi;Juillet;S28;2024;2024-Sem28;2024 - T3
10/07/2024;20240710;Mercredi;Juillet;S28;2024;2024-Sem28;2024 - T3
11/07/2024;20240711;Jeudi;Juillet;S28;2024;2024-Sem28;2024 - T3
12/07/2024;20240712;Vendredi;Juillet;S28;2024;2024-Sem28;2024 - T3
13/07/2024;20240713;Samedi;Juillet;S28;2024;2024-Sem28;2024 - T3
14/07/2024;20240714;Dimanche;Juillet;S28;2024;2024-Sem28;2024 - T3
15/07/2024;20240715;Lundi;Juillet;S29;2024;2024-Sem29;2024 - T3
16/07/2024;20240716;Mardi;Juillet;S29;2024;2024-Sem29;2024 - T3
17/07/2024;20240717;Mercredi;Juillet;S29;2024;2024-Sem29;2024 - T3
18/07/2024;20240718;Jeudi;Juillet;S29;2024;2024-Sem29;2024 - T3
19/07/2024;20240719;Vendredi;Juillet;S29;2024;2024-Sem29;2024 - T3
20/07/2024;20240720;Samedi;Juillet;S29;2024;2024-Sem29;2024 - T3
21/07/2024;20240721;Dimanche;Juillet;S29;2024;2024-Sem29;2024 - T3
22/07/2024;20240722;Lundi;Juillet;S30;2024;2024-Sem30;2024 - T3
23/07/2024;20240723;Mardi;Juillet;S30;2024;2024-Sem30;2024 - T3
24/07/2024;20240724;Mercredi;Juillet;S30;2024;2024-Sem30;2024 - T3
25/07/2024;20240725;Jeudi;Juillet;S30;2024;2024-Sem30;2024 - T3
26/07/2024;20240726;Vendredi;Juillet;S30;2024;2024-Sem30;2024 - T3
27/07/2024;20240727;Samedi;Juillet;S30;2024;2024-Sem30;2024 - T3
28/07/2024;20240728;Dimanche;Juillet;S30;2024;2024-Sem30;2024 - T3
